quote,text,tweet_type,date
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 19:45:56+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-10 02:28:27+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-10 03:09:40+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-10 03:40:44+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-10 12:42:23+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-10 23:12:59+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-11 00:18:09+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-11 00:40:57+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-11 00:42:22+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-11 02:45:43+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-12 23:38:25+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 16:41:43+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:09:26+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:14:07+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 16:48:41+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:07:59+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:22:33+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:32:41+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:48:08+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 17:02:38+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 22:17:03+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 22:38:33+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 18:17:24+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 18:27:23+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 18:38:50+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 18:43:06+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 19:16:57+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 19:48:45+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 23:03:58+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 23:23:19+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 00:14:31+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 00:46:48+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:02:27+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:02:28+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:03:13+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:03:17+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:04:33+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:06:10+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:07:52+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:08:19+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:20:40+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 14:57:38+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 15:03:36+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 15:24:54+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 23:48:01+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-25 16:35:09+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-26 07:44:59+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 19:06:45+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 19:28:52+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:03:28+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:03:38+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:18:53+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:36:29+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 15:21:56+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-25 02:13:31+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-25 15:17:52+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-25 17:37:15+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 18:15:32+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 18:59:40+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 19:23:48+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 19:50:45+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 19:51:08+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 21:04:57+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 23:29:02+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 23:32:05+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-23 23:33:09+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 01:23:25+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 05:00:43+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:02:40+00:00
the law is meant,"RT @DanteB4u: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" ~James Baldwin~ || #StandUp fo…",retweet,2015-04-24 13:04:11+00:00
